"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-01-01 ~ 2024-12-31"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"2033","서울특별시 동작구 상도동","3**","다가구","8m미만","199.86","152.00","202406","03","145,649","공공기관","개인","1994","국사봉1길","-","직거래","-"
"2034","서울특별시 용산구 이태원동","2*","다가구","8m미만","119.76","96.00","202406","03","140,000","개인","개인","1996","녹사평대로26길","-","중개거래","서울 용산구"
"2035","서울특별시 용산구 이태원동","1*","단독","8m미만","183.71","126.00","202406","03","277,800","개인","개인","1989","보광로48길","-","중개거래","서울 용산구"
"2036","서울특별시 금천구 독산동","2**","다가구","12m미만","700.42","175.20","202406","03","220,000","법인","개인","2016","가산로3길","-","중개거래","서울 금천구"
"2037","서울특별시 중구 중림동","3**","단독","8m미만","84.43","122.30","202406","03","133,000","개인","개인","1900","만리재로35길","-","중개거래","서울 마포구"
"2038","서울특별시 강북구 우이동","7*","단독","8m미만","247.56","159.00","202406","03","75,000","법인","개인","1975","삼양로141길","-","중개거래","서울 강북구"
"2039","서울특별시 동대문구 답십리동","2**","다가구","8m미만","52.69","95.00","202406","03","40,000","개인","개인","1965","전농로5길","-","중개거래","서울 동대문구"
"2040","서울특별시 송파구 석촌동","2**","단독","8m미만","297.78","244.60","202406","03","390,000","법인","개인","1984","백제고분로34길","-","중개거래","서울 송파구"
"2041","서울특별시 양천구 목동","4**","단독","8m미만","42.98","89.00","202406","03","100,000","개인","개인","1971","목동동로12길","-","중개거래","서울 양천구"
"2042","서울특별시 성동구 성수동1가","6**","단독","8m미만","112.14","66.00","202406","03","195,000","법인","개인","1992","왕십리로4길","-","중개거래","서울 성동구"
"2043","서울특별시 중랑구 상봉동","2**","다가구","12m미만","445.47","187.00","202406","03","133,000","개인","개인","2008","상봉중앙로8가길","-","중개거래","서울 중랑구"
"2044","서울특별시 성북구 하월곡동","8*","단독","8m미만","46.28","86.00","202406","03","165,000","개인","개인","1965","동소문로42나길","-","중개거래","서울 성북구"
"2045","서울특별시 성북구 석관동","1**","단독","25m미만","399.97","202.00","202406","03","300,000","개인","법인","2024","돌곶이로22길","-","중개거래","서울 성북구"
"2046","서울특별시 성북구 장위동","2**","단독","8m미만","159.45","112.00","202406","03","52,000","개인","개인","1995","장월로","-","중개거래","서울 성북구"
"2047","서울특별시 마포구 서교동","4**","단독","12m미만","476.22","221.80","202406","03","420,000","법인","개인","1994","동교로17안길","-","중개거래","서울 마포구"
"2048","서울특별시 서초구 방배동","9**","단독","8m미만","494.50","193.20","202406","02","363,000","개인","개인","1994","방배로16길","20240701","중개거래","서울 서초구"
"2049","서울특별시 광진구 구의동","1**","단독","8m미만","1035.37","274.50","202406","02","550,000","법인","개인","2004","광나루로54길","-","중개거래","서울 강남구"
"2050","서울특별시 동대문구 용두동","3*","단독","8m미만","177.89","149.10","202406","01","189,420","법인","개인","1978","천호대로45가길","-","중개거래","서울 동대문구"
"2051","서울특별시 마포구 망원동","5*","단독","8m미만","74.73","51.00","202406","01","103,000","개인","개인","1991","월드컵로19길","-","중개거래","서울 마포구"
"2052","서울특별시 강북구 미아동","6**","다가구","8m미만","149.76","109.00","202406","01","88,000","개인","개인","1993","삼양로20길","-","중개거래","서울 강북구"
"2053","서울특별시 마포구 도화동","2**","다가구","8m미만","281.16","125.90","202406","01","226,000","법인","개인","1997","도화2안길","-","중개거래","서울 마포구"
"2054","서울특별시 강북구 미아동","2**","단독","8m미만","34.12","61.80","202406","01","20,000","개인","개인","1967","솔매로39길","-","직거래","-"
"2055","서울특별시 동대문구 용두동","3*","단독","8m미만","239.79","142.80","202406","01","181,398","법인","개인","1980","천호대로45가길","-","중개거래","서울 동대문구"
"2056","서울특별시 동작구 노량진동","2**","단독","8m미만","163.17","116.00","202406","01","150,000","개인","법인","1992","","-","중개거래","서울 동작구"
"2057","서울특별시 용산구 원효로4가","*","단독","12m미만","114.05","105.80","202405","31","168,000","개인","개인","1956","원효로19길","-","중개거래","서울 성동구, 서울 용산구"
"2058","서울특별시 광진구 자양동","6**","단독","12m미만","154.70","202.60","202405","31","200,000","법인","개인","1978","뚝섬로55길","20240919","중개거래","서울 광진구"
"2059","서울특별시 금천구 시흥동","8**","단독","8m미만","246.30","164.30","202405","31","118,000","공공기관","개인","1987","금하로23다길","-","중개거래","서울 금천구"
"2060","서울특별시 강북구 미아동","1**","단독","8m미만","182.95","108.40","202405","31","84,179","공공기관","개인","1989","덕릉로30길","-","직거래","-"
"2061","서울특별시 강북구 수유동","3**","단독","8m미만","316.45","347.00","202405","31","189,000","법인","개인","1990","인수봉로64길","-","중개거래","서울 강북구, 서울 강서구"
"2062","서울특별시 강북구 번동","4**","단독","8m미만","68.63","147.10","202405","31","155,750","개인","개인","1970","한천로134길","-","중개거래","서울 강북구"
"2063","서울특별시 동대문구 답십리동","4**","단독","8m미만","30.12","49.60","202405","31","45,000","개인","개인","1968","황물로5길","-","중개거래","서울 동대문구"
"2064","서울특별시 동대문구 전농동","3*","단독","12m미만","30.94","73.00","202405","31","63,000","개인","개인","1967","전농로16길","-","직거래","-"
"2065","서울특별시 중랑구 중화동","2**","단독","8m미만","293.70","166.90","202405","31","115,000","개인","개인","1995","동일로130길","-","중개거래","서울 중랑구"
"2066","서울특별시 성북구 안암동2가","1**","단독","8m미만","53.55","101.20","202405","31","50,000","개인","개인","1970","고려대로7가길","-","중개거래","서울 성북구"
"2067","서울특별시 용산구 보광동","3**","다가구","8m미만","118.80","83.00","202405","31","210,000","개인","개인","1992","장문로19길","-","중개거래","서울 용산구"
"2068","서울특별시 노원구 중계동","2*","단독","8m미만","48.00","160.00","202405","31","73,000","개인","개인","1988","중계로2다길","-","중개거래","서울 노원구"
"2069","서울특별시 광진구 자양동","6**","단독","12m미만","154.70","202.60","202405","31","200,000","법인","개인","1978","뚝섬로55길","-","중개거래","서울 광진구"
"2070","서울특별시 광진구 중곡동","2**","단독","8m미만","71.60","102.10","202405","31","48,000","개인","개인","1974","긴고랑로11길","-","중개거래","서울 광진구"
"2071","서울특별시 중구 광희동1가","1**","단독","8m미만","149.09","92.20","202405","31","175,340","개인","개인","1945","을지로44길","-","직거래","-"
"2072","서울특별시 관악구 봉천동","8**","단독","8m미만","93.75","98.20","202405","31","47,500","개인","개인","1974","양녕로","-","중개거래","서울 관악구"
"2073","서울특별시 성북구 종암동","8*","다가구","8m미만","81.31","96.00","202405","31","72,000","법인","개인","1986","종암로27길","-","직거래","-"
"2074","서울특별시 금천구 시흥동","8**","단독","8m미만","244.23","163.50","202405","31","111,000","공공기관","개인","1986","금하로23다길","-","중개거래","서울 금천구"
"2075","서울특별시 송파구 거여동","6**","단독","12m미만","1111.70","480.50","202405","31","380,000","법인","개인","1987","거마로9길","-","직거래","-"
"2076","서울특별시 성북구 하월곡동","8*","단독","8m미만","162.75","141.00","202405","31","230,000","개인","개인","1976","동소문로44길","-","중개거래","서울 성북구"
"2077","서울특별시 용산구 이태원동","3*","다가구","8m미만","329.77","119.00","202405","31","327,000","개인","개인","1993","이태원로14길","-","중개거래","서울 강남구"
"2078","서울특별시 성동구 성수동1가","9*","다가구","8m미만","138.96","89.00","202405","31","204,500","개인","개인","1993","성덕정3길","-","중개거래","서울 성동구"
"2079","서울특별시 동작구 신대방동","6**","다가구","8m미만","181.55","103.30","202405","30","67,700","개인","개인","1992","신대방3길","-","중개거래","서울 동작구"
"2080","서울특별시 강동구 천호동","3**","다가구","8m미만","334.88","172.50","202405","30","180,000","개인","개인","2009","천중로9길","-","중개거래","서울 강동구"
"2081","서울특별시 강북구 미아동","6**","다가구","8m미만","179.55","109.00","202405","30","100,000","개인","법인","1996","삼양로20가길","-","중개거래","서울 강북구"
"2082","서울특별시 송파구 삼전동","1**","다가구","8m미만","414.86","179.80","202405","30","235,000","개인","개인","1996","삼전로10길","-","중개거래","서울 송파구"
"2083","서울특별시 용산구 보광동","2**","단독","8m미만","166.52","106.00","202405","30","247,000","개인","법인","1975","우사단로4라길","-","중개거래","서울 서초구, 서울 용산구"
"2084","서울특별시 용산구 보광동","2**","다가구","8m미만","389.37","185.00","202405","30","280,000","개인","개인","1995","보광로32가길","-","중개거래","서울 용산구"
"2085","서울특별시 강북구 수유동","4**","단독","8m미만","56.53","54.00","202405","30","33,800","개인","개인","1985","삼양로73가길","-","중개거래","서울 강북구"
"2086","서울특별시 서대문구 창천동","5*","단독","8m미만","356.08","127.90","202405","30","210,000","법인","개인","1992","연세로7안길","-","중개거래","서울 서대문구"
"2087","서울특별시 동작구 상도동","2**","다가구","8m미만","119.82","106.00","202405","30","57,000","개인","개인","1994","성대로","-","중개거래","서울 동작구"
"2088","서울특별시 용산구 한남동","7**","다가구","8m미만","597.16","255.00","202405","30","603,800","법인","개인","2000","한남대로27길","-","중개거래","서울 성동구"
"2089","서울특별시 관악구 봉천동","1***","다가구","8m미만","170.10","103.30","202405","30","120,963","공공기관","개인","1993","인헌1가길","-","직거래","-"
"2090","서울특별시 마포구 아현동","3**","단독","25m이상","171.09","38.20","202405","30","130,000","법인","개인","1967","신촌로","-","중개거래","서울 강남구"
"2091","서울특별시 동대문구 제기동","8**","단독","8m미만","18.53","29.80","202405","30","13,000","개인","개인","1985","약령서길","-","직거래","-"
"2092","서울특별시 동대문구 장안동","1**","단독","12m미만","178.32","65.00","202405","30","59,500","개인","개인","1980","답십리로","-","중개거래","서울 동대문구"
"2093","서울특별시 성북구 정릉동","2**","단독","8m미만","240.17","446.00","202405","30","330,000","기타","개인","1984","보국문로20길","-","직거래","-"
"2094","서울특별시 광진구 자양동","6**","단독","8m미만","102.80","109.50","202405","29","92,700","법인","개인","1976","자양로11길","20240919","중개거래","서울 광진구"
"2095","서울특별시 관악구 신림동","2**","다가구","8m미만","344.37","144.00","202405","29","77,000","개인","개인","2000","대학12길","-","중개거래","경기 안산시 단원구, 서울 관악구"
"2096","서울특별시 동작구 노량진동","2**","다가구","8m미만","149.79","126.00","202405","29","170,000","개인","개인","1992","장승배기로19가길","-","중개거래","서울 동작구"
"2097","서울특별시 영등포구 신길동","9*","단독","8m미만","49.68","63.00","202405","29","58,000","개인","개인","2019","영등포로80길","-","중개거래","서울 영등포구"
"2098","서울특별시 강북구 미아동","2**","단독","8m미만","165.91","152.40","202405","29","124,000","개인","개인","1968","도봉로55길","-","중개거래","서울 강북구"
"2099","서울특별시 강북구 미아동","2**","다가구","8m미만","167.01","106.00","202405","29","80,000","개인","개인","1991","도봉로57길","-","중개거래","서울 강북구"
"2100","서울특별시 광진구 화양동","4**","다가구","8m미만","419.95","181.00","202405","29","245,000","개인","개인","1994","광나루로20길","-","중개거래","서울 광진구"
"2101","서울특별시 광진구 자양동","6**","단독","8m미만","102.80","109.50","202405","29","92,700","법인","개인","1976","자양로11길","-","중개거래","서울 광진구"
"2102","서울특별시 마포구 대흥동","2*","단독","8m미만","33.05","40.00","202405","29","37,000","법인","법인","1968","고산16길","-","직거래","-"
"2103","서울특별시 관악구 신림동","4**","다가구","8m미만","177.14","119.30","202405","28","119,687","공공기관","개인","1994","신사로16길","-","직거래","-"
"2104","서울특별시 중구 회현동1가","1**","단독","12m미만","50.58","75.40","202405","28","80,000","개인","개인","1900","퇴계로12길","-","직거래","-"
"2105","서울특별시 서대문구 북아현동","4**","단독","8m미만","29.75","50.00","202405","28","81,981","개인","개인","1968","북아현로4마길","-","중개거래","서울 마포구, 서울 서대문구"
"2106","서울특별시 도봉구 도봉동","6**","다가구","8m미만","215.54","172.20","202405","28","93,000","개인","개인","1983","도봉로154길","-","중개거래","경기 의정부시, 서울 도봉구"
"2107","서울특별시 서대문구 홍제동","2*","다가구","8m미만","297.85","145.00","202405","28","61,500","개인","개인","1996","통일로","-","직거래","-"
"2108","서울특별시 용산구 주성동","5*","단독","8m미만","208.90","142.00","202405","28","350,000","개인","개인","1989","서빙고로79길","-","중개거래","서울 용산구"
"2109","서울특별시 강동구 암사동","4**","단독","8m미만","188.25","121.60","202405","28","80,000","개인","개인","1988","상암로","-","중개거래","서울 강동구"
"2110","서울특별시 중랑구 상봉동","8*","단독","8m미만","170.26","109.80","202405","28","65,000","개인","개인","1989","상봉로25길","-","중개거래","서울 중랑구"
"2111","서울특별시 중랑구 중화동","2**","단독","8m미만","290.18","242.00","202405","28","180,000","개인","개인","1994","동일로124길","-","중개거래","서울 강서구, 서울 중랑구"
"2112","서울특별시 성북구 성북동","1**","단독","8m미만","46.28","76.00","202405","28","83,000","개인","개인","1980","성북로","-","중개거래","서울 성북구"
"2113","서울특별시 송파구 마천동","1**","단독","8m미만","198.83","132.00","202405","28","65,000","개인","개인","1989","거마로22길","-","중개거래","서울 송파구"
"2114","서울특별시 동대문구 휘경동","3**","다가구","8m미만","128.76","89.00","202405","28","51,000","개인","개인","1993","망우로10가길","20240722","중개거래","서울 동대문구"
"2115","서울특별시 강서구 화곡동","1**","단독","12m미만","236.07","159.60","202405","28","95,000","법인","개인","1990","강서로18아길","-","중개거래","서울 강서구"
"2116","서울특별시 관악구 신림동","2**","다가구","8m미만","198.27","129.00","202405","28","81,700","개인","개인","1992","신림로7나길","-","중개거래","서울 서초구"
"2117","서울특별시 강북구 미아동","6**","단독","8m미만","43.04","60.00","202405","27","59,500","개인","개인","1970","삼양로20가길","-","중개거래","서울 강북구"
"2118","서울특별시 은평구 신사동","2*","단독","25m이상","298.20","124.30","202405","27","192,000","법인","개인","1992","증산로","-","중개거래","서울 강남구"
"2119","서울특별시 강북구 수유동","4**","단독","8m미만","50.11","66.00","202405","27","25,500","개인","개인","1969","덕릉로10길","-","중개거래","서울 강북구"
"2120","서울특별시 강동구 천호동","8*","다가구","8m미만","249.93","174.00","202405","27","168,000","법인","개인","1991","천중로35나길","-","중개거래","서울 강동구"
"2121","서울특별시 도봉구 창동","6**","다가구","8m미만","298.20","115.00","202405","27","64,500","개인","개인","1997","도봉로104길","-","중개거래","서울 도봉구"
"2122","서울특별시 성북구 안암동3가","5*","단독","12m미만","281.64","198.00","202405","27","132,000","개인","개인","1990","고려대로10길","-","중개거래","서울 성북구"
"2123","서울특별시 성북구 장위동","2**","단독","8m미만","92.70","119.00","202405","27","64,800","개인","개인","1975","한천로99길","-","중개거래","서울 성북구"
"2124","서울특별시 강남구 대치동","9**","다가구","8m미만","594.93","257.80","202405","27","960,000","개인","개인","1997","선릉로64길","20240709","중개거래","서울 강남구"
"2125","서울특별시 성동구 성수동1가","3**","다가구","8m미만","354.20","456.00","202405","27","755,000","개인","개인","1967","둘레길","-","중개거래","서울 성동구"
"2126","서울특별시 성동구 성수동2가","3**","다가구","8m미만","152.61","89.00","202405","26","189,000","개인","개인","1991","성덕정15길","-","중개거래","서울 강동구, 서울 성동구"
"2127","서울특별시 관악구 신림동","3**","단독","8m미만","42.98","63.00","202405","26","55,000","개인","개인","1970","양지4길","-","중개거래","서울 관악구"
"2128","서울특별시 동대문구 이문동","8*","다가구","8m미만","123.53","73.00","202405","26","84,000","개인","개인","1993","휘경로19길","-","중개거래","서울 동대문구"
"2129","서울특별시 도봉구 창동","4**","다가구","8m미만","200.95","96.00","202405","25","21,500","개인","개인","1996","우이천로8길","-","직거래","-"
"2130","서울특별시 강북구 미아동","3**","다가구","8m미만","139.61","81.70","202405","25","54,800","개인","개인","1992","도봉로23길","20240902","중개거래","서울 강북구"
"2131","서울특별시 동대문구 용두동","3*","다가구","8m미만","203.68","126.60","202405","25","98,000","개인","개인","1989","천호대로37길","-","중개거래","서울 동대문구"
"2132","서울특별시 영등포구 도림동","2**","단독","8m미만","27.11","53.00","202405","25","45,000","개인","개인","1970","도림로113가길","-","중개거래","서울 영등포구"
"2133","서울특별시 용산구 동빙고동","5*","단독","8m미만","47.74","112.00","202405","25","294,300","개인","개인","1974","서빙고로73길","-","중개거래","서울 용산구"
"2134","서울특별시 관악구 신림동","4**","단독","12m미만","207.49","180.50","202405","25","127,500","개인","개인","1973","남부순환로161길","-","중개거래","서울 관악구"
"2135","서울특별시 강서구 방화동","5**","단독","12m미만","182.82","176.00","202405","25","182,500","개인","개인","1988","방화동로16길","-","중개거래","서울 강서구"
"2136","서울특별시 금천구 독산동","1**","단독","8m미만","121.32","127.70","202405","24","55,000","개인","개인","1979","독산로78다길","-","중개거래","서울 금천구"
"2137","서울특별시 광진구 능동","1**","단독","8m미만","89.19","64.00","202405","24","77,000","법인","개인","1988","천호대로116길","-","중개거래","서울 광진구"
"2138","서울특별시 관악구 신림동","1***","다가구","8m미만","225.24","158.60","202405","24","140,000","법인","개인","1986","신원로3다길","-","중개거래","서울 관악구, 인천 연수구"
"2139","서울특별시 관악구 신림동","1***","다가구","8m미만","196.38","125.40","202405","24","103,000","법인","개인","1991","남부순환로168가길","-","중개거래","서울 관악구, 인천 연수구"
"2140","서울특별시 중구 황학동","5**","단독","8m미만","115.60","48.30","202405","24","78,000","개인","개인","1964","퇴계로87길","-","중개거래","서울 중구"
"2141","서울특별시 영등포구 영등포동6가","6*","단독","12m미만","119.00","87.90","202405","24","78,000","개인","개인","1948","영신로40길","-","중개거래","서울 영등포구"
"2142","서울특별시 동작구 사당동","2**","다가구","12m미만","248.70","248.00","202405","24","234,001","공공기관","개인","1991","사당로16가길","-","직거래","-"
"2143","서울특별시 동작구 노량진동","2**","단독","8m미만","29.75","132.00","202405","24","160,000","개인","개인","1980","장승배기로22길","-","중개거래","서울 동작구, 서울 마포구"
"2144","서울특별시 성동구 성수동1가","1**","다가구","8m미만","114.61","76.00","202405","24","190,000","개인","개인","1992","둘레3나길","-","중개거래","서울 성동구"
"2145","서울특별시 용산구 용산동2가","*","단독","8m미만","18.18","52.20","202405","24","50,000","개인","개인","1961","신흥로32길","-","중개거래","서울 용산구"
"2146","서울특별시 성북구 정릉동","8**","다가구","8m미만","131.28","122.00","202405","23","90,000","개인","법인","2019","정릉로10가길","-","중개거래","경기 안성시"
"2147","서울특별시 성북구 하월곡동","9*","단독","8m미만","198.74","73.00","202405","23","67,500","개인","개인","1993","종암로36길","-","중개거래","서울 성북구"
"2148","서울특별시 성북구 정릉동","8**","단독","8m미만","57.89","147.00","202405","23","42,000","개인","개인","1985","보국문로29마길","-","직거래","-"
"2149","서울특별시 노원구 상계동","1***","단독","8m미만","71.50","135.50","202405","23","55,000","개인","개인","1978","덕릉로119가길","-","중개거래","서울 노원구"
"2150","서울특별시 중랑구 신내동","4**","단독","8m미만","59.43","89.20","202405","23","47,500","개인","개인","1971","신내로3길","-","중개거래","서울 중랑구"
"2151","서울특별시 마포구 상암동","1***","다가구","12m미만","298.17","156.00","202405","23","280,000","법인","개인","2003","월드컵북로48길","-","중개거래","서울 강남구"
"2152","서울특별시 동대문구 이문동","1**","다가구","8m미만","143.37","83.00","202405","23","85,000","개인","개인","1994","한천로","-","중개거래","서울 동대문구"
"2153","서울특별시 광진구 중곡동","8*","다가구","12m미만","248.58","173.60","202405","23","99,800","개인","개인","1990","긴고랑로36길","-","중개거래","서울 광진구"
"2154","서울특별시 동대문구 청량리동","2**","단독","8m미만","33.06","23.00","202405","23","42,800","개인","개인","1980","홍릉로29길","-","중개거래","서울 동대문구"
"2155","서울특별시 동대문구 청량리동","4**","단독","8m미만","60.17","66.40","202405","23","68,000","개인","법인","1984","홍릉로10길","-","중개거래","서울 동대문구, 서울 성북구"
"2156","서울특별시 동대문구 장안동","1**","다가구","8m미만","229.33","116.00","202405","23","59,800","개인","개인","1993","한천로18길","-","직거래","-"
"2157","서울특별시 강남구 논현동","2*","다가구","8m미만","281.57","126.20","202405","23","450,000","법인","개인","1995","학동로3길","-","중개거래","서울 강남구"
"2158","서울특별시 송파구 마천동","2**","단독","25m이상","142.30","53.00","202405","23","69,000","개인","개인","1989","성내천로","-","중개거래","서울 송파구"
"2159","서울특별시 종로구 가회동","3*","단독","8m미만","129.93","165.30","202405","23","210,000","개인","개인","1971","북촌로11나길","-","중개거래","서울 강남구"
"2160","서울특별시 강동구 천호동","3**","단독","12m미만","142.32","101.40","202405","23","83,000","개인","개인","1989","올림픽로77길","-","중개거래","서울 강남구"
"2161","서울특별시 동작구 노량진동","2**","단독","8m미만","159.30","113.00","202405","22","150,000","개인","개인","1990","노량진로10가길","-","중개거래","서울 동작구"
"2162","서울특별시 용산구 보광동","2**","단독","8m미만","174.33","106.00","202405","22","244,000","개인","개인","1994","우사단로2나길","-","중개거래","서울 용산구"
"2163","서울특별시 동작구 흑석동","6*","단독","8m미만","170.55","114.00","202405","22","63,400","개인","개인","1988","서달로10길","20240603","직거래","-"
"2164","서울특별시 은평구 불광동","2**","다가구","8m미만","55.56","36.04","202405","22","31,000","개인","개인","1990","불광로13가길","-","중개거래","서울 은평구"
"2165","서울특별시 동대문구 회기동","6*","다가구","12m미만","379.60","202.00","202405","22","130,000","개인","개인","1995","이문로3길","-","중개거래","서울 동대문구"
"2166","서울특별시 관악구 신림동","6**","다가구","8m미만","215.86","205.00","202405","22","119,000","개인","개인","2019","난곡로11길","-","직거래","-"
"2167","서울특별시 용산구 보광동","1**","단독","8m미만","36.48","101.00","202405","22","225,000","개인","개인","1974","보광로7길","-","중개거래","서울 용산구"
"2168","서울특별시 중랑구 망우동","1**","단독","8m미만","144.09","102.20","202405","22","70,000","개인","개인","1986","용마산로114길","-","중개거래","서울 중랑구"
"2169","서울특별시 영등포구 신길동","3***","단독","8m미만","119.88","99.00","202405","22","84,000","법인","개인","1975","신풍로12가길","-","중개거래","서울 영등포구"
"2170","서울특별시 동대문구 이문동","8*","다가구","8m미만","182.69","116.00","202405","21","110,000","개인","개인","1994","외대역동로12길","-","중개거래","서울 동대문구"
"2171","서울특별시 동작구 노량진동","2**","단독","8m미만","168.48","145.00","202405","21","169,800","개인","개인","1968","장승배기로20가길","-","중개거래","경기 부천시원미구, 서울 동작구"
"2172","서울특별시 성북구 삼선동1가","1**","다가구","8m미만","145.20","91.60","202405","21","76,500","개인","개인","1993","삼선교로10가길","-","중개거래","서울 성북구"
"2173","서울특별시 용산구 이태원동","1*","단독","8m미만","157.01","133.00","202405","21","270,000","개인","개인","1966","우사단로6길","-","중개거래","서울 용산구"
"2174","서울특별시 강남구 율현동","4**","단독","25m미만","345.52","209.90","202405","21","245,000","개인","개인","2016","밤고개로27길","-","중개거래","서울 강남구"
"2175","서울특별시 동대문구 이문동","1**","단독","8m미만","242.44","109.00","202405","21","91,300","개인","개인","1993","이문로46길","-","중개거래","서울 성북구"
"2176","서울특별시 관악구 신림동","9*","다가구","8m미만","214.44","132.00","202405","21","108,208","공공기관","개인","1991","신림로36길","-","직거래","-"
"2177","서울특별시 동대문구 회기동","1**","단독","8m미만","60.96","96.00","202405","21","29,800","개인","개인","1967","회기로10가길","-","직거래","-"
"2178","서울특별시 성북구 석관동","3**","단독","8m미만","66.05","70.00","202405","21","33,300","개인","개인","1967","돌곶이로9길","-","중개거래","서울 성북구"
"2179","서울특별시 성북구 석관동","3**","다가구","8m미만","198.18","129.00","202405","21","65,000","개인","개인","1991","화랑로18길","-","중개거래","서울 성북구"
"2180","서울특별시 동작구 흑석동","8*","다가구","8m미만","110.61","86.00","202405","21","50,000","개인","개인","1992","서달로10나길","-","직거래","-"
"2181","서울특별시 동작구 상도동","2**","다가구","8m미만","299.31","143.00","202405","21","149,279","공공기관","개인","1996","국사봉길","-","직거래","-"
"2182","서울특별시 영등포구 신길동","3***","단독","8m미만","118.84","99.00","202405","21","105,000","법인","개인","1975","신풍로12가길","-","중개거래","서울 강남구, 서울 영등포구"
"2183","서울특별시 동대문구 이문동","1**","단독","8m미만","242.44","109.00","202405","21","91,300","개인","개인","1993","이문로46길","20240701","중개거래","서울 성북구"
"2184","서울특별시 용산구 한남동","6**","단독","8m미만","411.58","166.00","202405","20","725,000","개인","개인","1989","대사관로5길","20240603","중개거래","서울 강남구, 서울 마포구"
"2185","서울특별시 서대문구 옥천동","1**","다가구","8m미만","162.54","109.10","202405","20","97,000","개인","개인","1990","독립문로6길","-","중개거래","서울 서대문구"
"2186","서울특별시 용산구 이태원동","2*","다가구","8m미만","320.85","144.00","202405","20","332,000","개인","개인","1992","보광로46길","-","중개거래","서울 용산구"
"2187","서울특별시 성북구 석관동","3**","단독","8m미만","75.28","89.00","202405","20","39,000","개인","개인","1970","돌곶이로14길","-","중개거래","서울 성북구"
"2188","서울특별시 성북구 성북동","7*","다가구","12m미만","455.46","357.00","202405","20","300,000","개인","개인","1991","선잠로","-","중개거래","서울 성북구"
"2189","서울특별시 용산구 한남동","6**","단독","8m미만","109.52","132.00","202405","20","295,000","개인","개인","1966","대사관로8길","-","중개거래","서울 성동구, 서울 용산구"
"2190","서울특별시 성북구 길음동","1***","다가구","8m미만","133.65","86.00","202405","20","50,997","공공기관","개인","1990","삼양로9길","-","직거래","-"
"2191","서울특별시 강서구 방화동","6**","다가구","8m미만","173.81","162.00","202405","20","125,000","개인","개인","1969","방화동로12나길","-","중개거래","서울 강서구"
"2192","서울특별시 중랑구 망우동","5**","다가구","8m미만","191.56","108.10","202405","20","40,000","개인","개인","1993","상봉로14길","-","직거래","-"
"2193","서울특별시 관악구 신림동","1***","단독","8m미만","250.69","167.00","202405","20","130,128","공공기관","개인","1987","문성로28가길","-","직거래","-"
"2194","서울특별시 동작구 사당동","1***","다가구","8m미만","175.80","110.00","202405","20","124,000","개인","개인","1991","사당로30길","20240828","중개거래","서울 동작구"
"2195","서울특별시 성북구 정릉동","1*","단독","8m미만","48.06","102.00","202405","19","55,500","개인","개인","1980","정릉로32길","-","중개거래","서울 성북구"
"2196","서울특별시 중랑구 면목동","5**","단독","12m미만","246.42","149.80","202405","19","90,000","개인","개인","1989","면목로49길","-","중개거래","서울 중랑구"
"2197","서울특별시 노원구 공릉동","5**","단독","12m미만","90.78","124.80","202405","19","80,000","개인","개인","1976","동일로177길","-","중개거래","서울 노원구"
"2198","서울특별시 영등포구 신길동","1**","단독","8m미만","62.26","42.00","202405","18","37,500","개인","개인","1981","도신로64가길","-","중개거래","경기 의정부시, 서울 영등포구"
"2199","서울특별시 중랑구 면목동","6**","다가구","12m미만","199.90","93.80","202405","18","74,000","개인","개인","1993","면목로39길","-","중개거래","서울 중랑구"
"2200","서울특별시 용산구 이태원동","1*","단독","8m미만","137.62","153.00","202405","18","300,000","개인","개인","1969","우사단로10나길","-","중개거래","서울 용산구"
"2201","서울특별시 강동구 암사동","4**","단독","8m미만","183.54","122.30","202405","18","56,000","개인","개인","1986","상암로21길","-","중개거래","서울 강동구"
"2202","서울특별시 관악구 신림동","5**","단독","8m미만","249.39","224.10","202405","17","190,437","공공기관","개인","1990","남부순환로157길","20240528","직거래","-"
"2203","서울특별시 금천구 시흥동","8**","다가구","8m미만","362.18","217.50","202405","17","155,000","개인","개인","2015","독산로47가길","-","중개거래","서울 금천구"
