"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-01-01 ~ 2023-12-31"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"14230","서울특별시 마포구 성산동","134-17","0134","0017","소노하우스","30.5600","19.4400","202305","30","29,200","5","-","-","2017","모래내로9길 23","-","중개거래","서울 마포구","-"
"14231","서울특별시 마포구 성산동","250-9","0250","0009","두드림빌2","47.1900","26.6800","202305","30","25,000","1","-","-","2003","성미산로 15-7","-","중개거래","서울 마포구","-"
"14232","서울특별시 은평구 구산동","182-5","0182","0005","현대타운하우스B동","42.6400","23.3030","202305","30","16,300","3","-","-","2008","갈현로15길 28-25","-","중개거래","서울 은평구","-"
"14233","서울특별시 강북구 미아동","791-1370","0791","1370","삼진빌라","50.9000","30.6300","202305","30","14,000","3","-","-","1993","솔매로7길 15-2","-","중개거래","서울 강북구","-"
"14234","서울특별시 중랑구 망우동","462-19","0462","0019","루체빌에이","47.5800","29.1000","202305","30","39,800","4","-","-","2022","봉우재로65길 26-10","-","직거래","-","-"
"14235","서울특별시 성동구 용답동","60-10","0060","0010","Y.H빌리지A동","29.1100","18.9500","202305","30","54,000","5","-","-","2023","용답중앙13길 8","-","중개거래","서울 용산구","-"
"14236","서울특별시 성동구 용답동","60-10","0060","0010","Y.H빌리지A동","29.1100","18.9500","202305","30","54,000","5","-","-","2023","용답중앙13길 8","-","중개거래","서울 용산구","-"
"14237","서울특별시 종로구 사직동","262-124","0262","0124","신흥주택","59.6200","21.0000","202305","30","23,000","4","-","-","2001","사직로5길 11","-","중개거래","강원 원주시","-"
"14238","서울특별시 중랑구 중화동","103-3","0103","0003","모아빌","56.8700","31.2387","202305","30","26,300","4","-","-","2002","봉화산로19길 13","-","직거래","-","-"
"14239","서울특별시 중랑구 중화동","103-3","0103","0003","모아빌","50.6300","27.7858","202305","30","22,900","5","-","-","2002","봉화산로19길 13","-","직거래","-","-"
"14240","서울특별시 노원구 상계동","72-135","0072","0135","영팔안동숲","37.6800","22.6318","202305","30","30,000","3","-","-","2019","덕릉로124길 13","-","중개거래","서울 노원구","-"
"14241","서울특별시 노원구 상계동","1117-19","1117","0019","수락윈디하이츠","39.8100","13.4900","202305","30","20,000","5","-","-","2012","동일로242가길 26-14","-","중개거래","서울 노원구","-"
"14242","서울특별시 노원구 상계동","1358-12","1358","0012","대진빌라","38.9600","24.1700","202305","30","29,400","1","-","-","1990","덕릉로139길 16","-","중개거래","서울 노원구","-"
"14243","서울특별시 은평구 신사동","307-12","0307","0012","(307-12)","33.2100","26.3500","202305","30","18,500","2","-","-","1987","은평터널로 121-18","-","직거래","-","-"
"14244","서울특별시 광진구 중곡동","150-267","0150","0267","본클라쎄","55.9400","37.0046","202305","30","47,000","5","-","-","2018","긴고랑로26길 25-6","-","직거래","-","-"
"14245","서울특별시 중랑구 상봉동","190-35","0190","0035","나린하우징10차","55.0900","36.2700","202305","30","51,000","4","-","-","2021","상봉중앙로1가길 8-16","-","직거래","-","-"
"14246","서울특별시 강북구 번동","181-1","0181","0001","협성하이츠6차","46.6500","29.1800","202305","30","17,800","3","-","-","1997","한천로109길 57-58","-","중개거래","서울 강북구","-"
"14247","서울특별시 광진구 자양동","199-2","0199","0002","성화연립","77.8500","75.3000","202305","30","122,000","1","-","-","1979","동일로4길 16","-","중개거래","서울 광진구","-"
"14248","서울특별시 마포구 합정동","354-7","0354","0007","동하아트빌(354-7)","55.7700","35.7330","202305","30","48,500","3","-","-","2003","어울마당로3길 12","-","중개거래","서울 마포구","-"
"14249","서울특별시 마포구 합정동","369-9","0369","0009","(369-9)","50.0900","57.8600","202305","30","59,500","2","-","-","1988","토정로 23","-","중개거래","서울 마포구 서울 용산구","-"
"14250","서울특별시 마포구 합정동","437-28","0437","0028","진성르네상스","15.7500","10.3125","202305","30","23,500","3","-","-","2011","포은로2가길 20","-","중개거래","서울 마포구 서울 성동구","-"
"14251","서울특별시 서대문구 북아현동","123-82","0123","0082","파인빌라","28.9600","17.1600","202305","30","72,800","2","-","-","2000","북아현로6길 63","-","중개거래","서울 서대문구","-"
"14252","서울특별시 은평구 갈현동","13-8","0013","0008","낙원그린빌(479-194)","77.1300","43.9000","202305","30","25,000","2","-","-","1995","갈현로47길 32-14","-","직거래","-","-"
"14253","서울특별시 성북구 정릉동","800-2","0800","0002","위너스빌101동연립주택","52.7200","37.7800","202305","30","25,000","4","-","-","2016","보국문로30길 43","-","중개거래","서울 성북구","-"
"14254","서울특별시 마포구 합정동","393-1","0393","0001","무지개빌라","46.8000","25.7900","202305","29","25,000","2","-","-","1992","월드컵로3길 63","-","중개거래","경기 고양덕양구","-"
"14255","서울특별시 광진구 구의동","249-24","0249","0024","현대빌라(249-24)","61.7100","28.6500","202305","29","37,000","1","-","-","1995","자양로26길 47","-","중개거래","서울 광진구","-"
"14256","서울특별시 은평구 갈현동","285-303","0285","0303","삼성","43.9500","29.3300","202305","29","43,200","-1","-","-","1993","갈현로41길 43","-","중개거래","서울 은평구","-"
"14257","서울특별시 강북구 수유동","172-104","0172","0104","은진하이빌(172-104)","49.8500","26.0300","202305","29","28,000","4","-","-","2013","삼양로98길 17","-","중개거래","서울 강북구","-"
"14258","서울특별시 은평구 녹번동","35-45","0035","0045","다원샤인빌","37.0900","22.9500","202305","29","30,000","1","-","-","2016","통일로53길 15","-","중개거래","서울 은평구","-"
"14259","서울특별시 중랑구 중화동","330-22","0330","0022","동원데쟈뷰","29.7400","18.5800","202305","29","30,000","2","-","-","2018","봉화산로2길 18","-","중개거래","서울 중랑구","-"
"14260","서울특별시 성동구 응봉동","265-311","0265","0311","(265-311)","59.6500","26.4000","202305","29","42,000","3","-","-","1997","독서당로59다길 3","-","중개거래","서울 성동구","-"
"14261","서울특별시 중랑구 중화동","324-15","0324","0015","디아이빌","52.3400","30.6600","202305","29","52,000","6","-","-","2022","중랑천로 101","-","직거래","-","-"
"14262","서울특별시 용산구 보광동","3-94","0003","0094","(3-94)","43.6400","29.7300","202305","29","151,000","1","-","-","1992","우사단로10길 174-5","-","중개거래","서울 용산구","-"
"14263","서울특별시 은평구 응암동","81-210","0081","0210","로얄쉐르빌2동","46.0900","21.5000","202305","29","21,500","1","-","-","2002","은평로14길 4-2","-","중개거래","서울 마포구","-"
"14264","서울특별시 양천구 목동","497-24","0497","0024","경우하이츠맨션","61.5100","29.7000","202305","29","19,300","-1","-","-","2000","목동중앙본로31길 7","-","중개거래","서울 양천구","-"
"14265","서울특별시 마포구 서교동","328-1","0328","0001","(328-1)","57.8100","25.9900","202305","29","35,000","-1","-","-","1999","와우산로33길 49","-","중개거래","서울 마포구","-"
"14266","서울특별시 용산구 한남동","686-19","0686","0019","(686-19)","35.1000","26.1200","202305","29","161,000","1","-","-","1994","대사관로6길 16","-","중개거래","서울 용산구","-"
"14267","서울특별시 강북구 수유동","53-46","0053","0046","현대아트(53-46)","53.0300","26.7200","202305","29","18,600","2","-","-","1997","삼양로74다길 20","-","중개거래","서울 강북구","-"
"14268","서울특별시 강북구 수유동","516-46","0516","0046","(516-46)","60.0400","61.1700","202305","29","13,233","3","-","-","1985","삼각산로4길 25","-","중개거래","서울 도봉구","-"
"14269","서울특별시 동대문구 전농동","103-141","0103","0141","(103-141)","32.6100","23.3300","202305","29","39,000","1","-","-","1986","전농로37나길 11","-","중개거래","서울 도봉구 서울 동대문구","-"
"14270","서울특별시 종로구 구기동","183-17","0183","0017","데스떼빌리지(G동)","253.8300","342.0540","202305","29","170,000","2","-","-","2002","비봉길 68-26","-","중개거래","서울 종로구","-"
"14271","서울특별시 은평구 역촌동","57-5","0057","0005","광덕빌라","123.5700","74.2300","202305","29","52,000","4","-","-","1992","역말로4길 12","-","중개거래","서울 은평구","-"
"14272","서울특별시 은평구 역촌동","25-98","0025","0098","동명빌라","68.4500","39.2900","202305","29","22,000","2","-","-","1993","진흥로7나길 12-2","-","직거래","-","-"
"14273","서울특별시 도봉구 도봉동","554-30","0554","0030","청기와빌라(A)","40.6200","33.9900","202305","29","15,000","2","-","-","1994","도봉산길 41-6","-","중개거래","서울 도봉구","-"
"14274","서울특별시 마포구 노고산동","25-13","0025","0013","예담빌서강2차","28.1300","16.5250","202305","29","41,000","4","-","-","2020","고산2길 58","-","중개거래","서울 마포구","-"
"14275","서울특별시 중랑구 면목동","191-133","0191","0133","동원쉐르빌(103동)","77.7400","52.7200","202305","29","44,300","2","-","-","2003","봉우재로1길 11","-","중개거래","서울 중랑구","-"
"14276","서울특별시 중랑구 상봉동","279-36","0279","0036","펠리체빌2차","54.9300","30.6000","202305","29","32,900","3","-","-","2012","상봉중앙로8가길 51-18","-","중개거래","서울 중랑구","-"
"14277","서울특별시 동대문구 용두동","112-105","0112","0105","덕산맨션(112-105)","71.6800","41.6300","202305","29","48,500","4","-","-","2008","왕산로16나길 6","-","중개거래","서울 동대문구","-"
"14278","서울특별시 양천구 목동","741-8","0741","0008","삽협필하우스","43.3200","29.0900","202305","29","26,000","3","-","-","2015","목동중앙본로7길 9-14","-","중개거래","서울 양천구","-"
"14279","서울특별시 양천구 목동","740-20","0740","0020","다온캐슬","28.5700","20.7290","202305","29","21,600","3","-","-","2018","목동중앙본로7길 37-15","-","중개거래","서울 양천구","-"
"14280","서울특별시 은평구 신사동","8-20","0008","0020","장원베스트빌(8-20)","59.7100","32.6200","202305","29","30,500","4","-","-","2010","갈현로 16-2","-","중개거래","서울 은평구","-"
"14281","서울특별시 은평구 신사동","25-23","0025","0023","동진맨션(25-23)","78.3600","46.2588","202305","29","40,000","4","-","-","2002","증산로21길 8-23","-","중개거래","서울 은평구","-"
"14282","서울특별시 광진구 자양동","640-35","0640","0035","수호아트빌","61.4400","33.0600","202305","29","49,500","3","-","-","2010","뚝섬로52마길 23","20230908","중개거래","서울 광진구","-"
"14283","서울특별시 강북구 미아동","734-105","0734","0105","탑몽펠리에","49.3830","46.4250","202305","29","30,000","2","-","-","2019","삼양로38길 25-4","-","중개거래","서울 도봉구","-"
"14284","서울특별시 광진구 자양동","640-35","0640","0035","수호아트빌","61.4400","33.0600","202305","29","49,500","3","-","-","2010","뚝섬로52마길 23","-","중개거래","서울 광진구","-"
"14285","서울특별시 도봉구 쌍문동","460-60","0460","0060","이화빌라(460-60)","44.3700","26.1600","202305","29","14,000","2","-","-","1992","우이천로38라길 9","-","중개거래","서울 도봉구","-"
"14286","서울특별시 서초구 방배동","476-23","0476","0023","(476-23)","44.4000","23.0800","202305","29","122,800","1","-","-","1995","남부순환로287길 32-15","-","중개거래","서울 마포구 서울 서초구","-"
"14287","서울특별시 관악구 봉천동","635-282","0635","0282","대운팰리스","32.2200","21.7925","202305","29","18,500","1","-","-","2014","국회단지10길 21","-","직거래","-","-"
"14288","서울특별시 강서구 등촌동","533-70","0533","0070","삼성한마음빌라","46.2300","26.2700","202305","29","22,000","5","-","-","2007","공항대로58가길 28","-","중개거래","서울 강서구","-"
"14289","서울특별시 강서구 등촌동","365-58","0365","0058","연안하이츠빌라","36.3900","21.1250","202305","29","15,000","1","-","-","1990","공항대로58나길 45","-","중개거래","서울 강서구","-"
"14290","서울특별시 강남구 논현동","38-13","0038","0013","SpringHill","29.8300","18.6800","202305","29","39,900","3","-","-","2018","학동로25길 17","-","중개거래","서울 강남구","-"
"14291","서울특별시 동작구 상도동","214-421","0214","0421","대왕주택(214-421)","47.8200","28.5200","202305","29","22,300","2","-","-","2001","양녕로22길 32","-","중개거래","서울 동작구","-"
"14292","서울특별시 강남구 개포동","1169-11","1169","0011","가우디","42.0400","28.0300","202305","29","49,500","2","-","-","2017","논현로6길 4-11","-","중개거래","서울 강남구","-"
"14293","서울특별시 강동구 천호동","361-28","0361","0028","블루앤에코팰리스361","27.1600","26.4500","202305","29","52,000","6","-","-","2023","천중로 56-23","-","직거래","-","-"
"14294","서울특별시 강서구 내발산동","704","0704","0000","아이디움(704-0)","25.8200","16.5700","202305","29","20,500","3","-","-","2013","우장산로2길 61","-","중개거래","서울 강서구","-"
"14295","서울특별시 강서구 내발산동","695-26","0695","0026","송화월드빌B동","41.5700","20.1000","202305","29","16,500","2","-","-","2002","강서로47마길 37-12","-","직거래","-","-"
"14296","서울특별시 구로구 개봉동","276-17","0276","0017","더블유하우스","29.7400","16.0580","202305","29","19,800","3","-","-","2011","개봉로2길 87-5","-","중개거래","서울 구로구","-"
"14297","서울특별시 구로구 개봉동","333-2","0333","0002","그레이스빌6차","62.7900","34.7640","202305","29","28,000","3","-","-","2012","개봉로17마길 9-5","-","중개거래","서울 구로구","-"
"14298","서울특별시 강서구 화곡동","371-86","0371","0086","연희파크빌(371-86)","28.7400","17.2400","202305","29","18,800","2","-","-","2015","월정로32길 55-18","-","중개거래","서울 강서구","-"
"14299","서울특별시 서초구 서초동","1436-9","1436","0009","삼안빌라","134.5300","73.3500","202305","29","113,000","3","-","-","1993","남부순환로339길 20","-","중개거래","서울 서초구","-"
"14300","서울특별시 동작구 사당동","180-90","0180","0090","재덕A동","39.7800","29.5000","202305","29","24,000","2","-","-","1990","사당로23길 233","-","중개거래","서울 동작구","-"
"14301","서울특별시 영등포구 영등포동2가","94-154","0094","0154","여의도디앤써밋","19.0200","4.1800","202305","29","24,000","19","-","-","2019","버드나루로 23","-","중개거래","서울 영등포구","-"
"14302","서울특별시 강동구 천호동","362-5","0362","0005","예가풍경채","48.5300","29.9270","202305","29","45,000","4","-","-","2016","천중로14길 27","-","중개거래","서울 강동구","-"
"14303","서울특별시 강동구 암사동","445-19","0445","0019","(445-19)","36.2300","19.4900","202305","29","24,900","3","-","-","2014","고덕로23길 31","-","중개거래","서울 강동구","-"
"14304","서울특별시 강동구 성내동","411-10","0411","0010","대지빌라","54.0600","23.4600","202305","29","20,500","-1","-","-","1993","양재대로95길 33-10","-","중개거래","서울 강동구","-"
"14305","서울특별시 강동구 성내동","228-11","0228","0011","아성플러스","41.0700","25.5300","202305","29","33,000","2","-","-","2015","성안로13길 74","-","중개거래","서울 강동구, 서울 송파구","-"
"14306","서울특별시 강동구 길동","369-2","0369","0002","새봄빌라","29.5600","17.7664","202305","29","20,700","3","-","-","2013","천중로42길 15","-","중개거래","서울 강동구","-"
"14307","서울특별시 송파구 삼전동","124-4","0124","0004","샹그릴라레이크빌","61.9400","38.0000","202305","29","58,000","3","-","-","2010","삼전로10길 61","-","중개거래","서울 송파구","-"
"14308","서울특별시 관악구 신림동","494-10","0494","0010","아트파크(494-10)","77.3700","37.4000","202305","29","49,700","2","-","-","2002","난곡로74길 70","-","중개거래","서울 관악구","-"
"14309","서울특별시 영등포구 대림동","760-1","0760","0001","수목아트빌","61.0600","36.7470","202305","29","33,900","5","-","-","2009","도림로53길 9","-","중개거래","서울 영등포구","-"
"14310","서울특별시 구로구 가리봉동","133-44","0133","0044","드림하우스","29.9800","18.7150","202305","29","18,200","5","-","-","2017","디지털로23길 11","-","중개거래","서울 금천구","-"
"14311","서울특별시 관악구 봉천동","635-78","0635","0078","영풍빌라","30.0300","15.3100","202305","29","12,000","-1","-","-","1994","국회단지22길 10","-","중개거래","서울 성북구","-"
"14312","서울특별시 금천구 독산동","196-36","0196","0036","한마음빌라A,B동","60.3200","21.8750","202305","29","14,000","-1","-","-","1994","시흥대로126길 40","-","중개거래","서울 금천구","-"
"14313","서울특별시 강남구 개포동","1262-12","1262","0012","골든빌A동","59.0600","39.9100","202305","28","94,000","5","-","-","2022","개포로31길 4","-","중개거래","서울 강남구","-"
"14314","서울특별시 금천구 시흥동","827-6","0827","0006","아크로팰리스","29.2000","18.7000","202305","28","27,800","5","-","-","2022","금하로23나길 12","-","직거래","-","-"
"14315","서울특별시 동작구 사당동","316-269","0316","0269","해오름빌라","41.0600","22.0910","202305","28","27,000","4","-","-","2003","남부순환로269길 99","-","중개거래","서울 동작구","-"
"14316","서울특별시 양천구 신월동","535-5","0535","0005","예지쉐르빌68차(535-5)","44.4500","23.9400","202305","28","19,000","5","-","-","2012","신월로 183","-","중개거래","서울 양천구","-"
"14317","서울특별시 양천구 신월동","481-6","0481","0006","조은홈타운","55.6500","32.0400","202305","28","30,000","2","-","-","2014","오목로13길 20","-","중개거래","서울 양천구","-"
"14318","서울특별시 강서구 화곡동","1045-37","1045","0037","상아빌라","44.0400","25.2000","202305","28","15,000","5","-","-","2002","화곡로19길 13-3","20230531","중개거래","서울 강서구","-"
"14319","서울특별시 강서구 화곡동","888-9","0888","0009","한경렉스플레이스","26.1800","12.9400","202305","28","29,300","2","-","-","2023","국회대로7길 213","-","직거래","-","-"
"14320","서울특별시 용산구 서빙고동","271-12","0271","0012","서빙고리버빌","16.5800","17.0000","202305","28","80,000","2","-","-","2019","서빙고로62길 29-4","-","중개거래","서울 용산구","-"
"14321","서울특별시 용산구 동빙고동","38-18","0038","0018","(38-18)","62.4750","36.0000","202305","28","210,000","2","-","-","1983","서빙고로91나길 51","20231009","중개거래","서울 용산구","-"
"14322","서울특별시 종로구 효자동","50-15","0050","0015","씨티하우스","78.3000","48.0640","202305","28","65,500","3","-","-","2002","자하문로24길 32","-","직거래","-","-"
"14323","서울특별시 성동구 용답동","52-19","0052","0019","GoldenHouse","16.4500","12.1700","202305","28","37,500","5","-","-","2022","용답17길 5","-","직거래","-","-"
"14324","서울특별시 도봉구 방학동","608-22","0608","0022","동일하이츠","49.5000","26.6500","202305","28","15,000","3","-","-","1992","시루봉로15길 47","-","직거래","-","-"
"14325","서울특별시 강북구 우이동","164-1","0164","0001","우이하이츠빌라","164.8000","123.6100","202305","28","42,000","3","-","-","1985","삼양로169길 34-24","-","중개거래","서울 강북구","-"
"14326","서울특별시 은평구 신사동","300-90","0300","0090","포레온","41.7700","31.5700","202305","28","51,000","5","-","-","2023","은평터널로7길 35","-","직거래","-","-"
"14327","서울특별시 성북구 삼선동3가","16","0016","0000","낙원트윈빌","49.2800","28.5000","202305","27","32,500","3","-","-","2014","삼선교로18가길 3","-","중개거래","서울 성북구","-"
"14328","서울특별시 중랑구 면목동","96-18","0096","0018","그랑아트빌","67.7100","42.2100","202305","27","44,500","2","-","-","2005","면목로78길 53-6","-","중개거래","서울 중랑구","-"
"14329","서울특별시 중랑구 면목동","66-40","0066","0040","베아트리스102동","54.2400","36.3000","202305","27","58,000","2","-","-","2022","상봉로1길 41","-","직거래","-","-"
"14330","서울특별시 은평구 증산동","243-20","0243","0020","(243-20)","37.9700","20.3200","202305","27","50,950","4","-","-","1995","증산로11길 28","-","중개거래","서울 중구","-"
"14331","서울특별시 노원구 상계동","1386-10","1386","0010","초원빌라2차","63.6300","31.6000","202305","27","36,000","-1","-","-","1997","상계로37길 5-4","-","중개거래","서울 노원구","-"
"14332","서울특별시 은평구 응암동","101-4","0101","0004","서부그린맨션A동","74.8800","43.1200","202305","27","25,000","3","-","-","1996","은평로10길 22","-","중개거래","서울 은평구","-"
"14333","서울특별시 양천구 목동","502-6","0502","0006","명진쉐르빌(502-6)","49.7700","29.7500","202305","27","28,700","4","-","-","2014","목동중앙북로10길 12-6","-","중개거래","서울 양천구","-"
"14334","서울특별시 중랑구 묵동","298-2","0298","0002","본클라쎄에스(298-2)","48.6650","28.9000","202305","27","32,000","3","-","-","2014","숙선옹주로 29","-","중개거래","서울 중랑구","-"
"14335","서울특별시 중랑구 망우동","515-20","0515","0020","(515-20)","48.8600","25.6000","202305","27","50,000","7","-","-","2022","봉우재로55길 14","-","직거래","-","-"
"14336","서울특별시 양천구 목동","558","0558","0000","부림주택","60.8300","29.9470","202305","27","27,000","1","-","-","1994","목동중앙북로16길 111","-","중개거래","서울 양천구","-"
"14337","서울특별시 성북구 정릉동","266-331","0266","0331","은행빌라(266-331)","49.8900","26.0000","202305","27","17,500","3","-","-","1991","보국문로16가길 26","-","중개거래","서울 성북구","-"
"14338","서울특별시 성북구 보문동5가","171","0171","0000","승민아트빌","12.0400","9.4250","202305","27","11,500","4","-","-","2008","지봉로24길 70-10","-","중개거래","서울 성북구","-"
"14339","서울특별시 마포구 합정동","443-17","0443","0017","진흥푸르지오(443-17)","19.9500","10.4000","202305","27","32,000","2","-","-","2011","희우정로7길 12","-","중개거래","서울 마포구","-"
"14340","서울특별시 마포구 합정동","443-11","0443","0011","동양하이츠빌","26.4100","15.7600","202305","27","32,500","4","-","-","2002","희우정로 53-5","-","중개거래","서울 마포구","-"
"14341","서울특별시 양천구 목동","318-244","0318","0244","목동브라운스톤","67.0700","36.3530","202305","27","32,000","2","-","-","2004","목동중앙본로7가길 14","-","중개거래","서울 양천구","-"
"14342","서울특별시 은평구 응암동","99-23","0099","0023","광성아트빌","52.4200","19.0700","202305","27","20,000","5","-","-","2002","은평로12길 10","-","중개거래","서울 은평구","-"
"14343","서울특별시 동대문구 휘경동","183-104","0183","0104","구암아트빌라","76.8000","37.1100","202305","27","34,300","1","-","-","1995","회기로29길 17","-","중개거래","서울 동대문구","-"
"14344","서울특별시 광진구 자양동","685-5","0685","0005","인정빌라나동","71.8200","28.1000","202305","27","62,000","4","-","-","1991","자양로6길 16","-","중개거래","서울 광진구","-"
"14345","서울특별시 은평구 대조동","208-13","0208","0013","엘림아너스빌(208-13)","29.9900","19.6100","202305","27","33,700","3","-","-","2018","역말로9길 25","-","중개거래","서울 은평구","-"
"14346","서울특별시 은평구 불광동","105-34","0105","0034","흥영빌라(105-34)","60.7300","31.6200","202305","27","35,000","1","-","-","1997","연서로40길 9-2","-","중개거래","서울 은평구","-"
"14347","서울특별시 광진구 구의동","64-27","0064","0027","누리안(64-27)","57.6400","34.1400","202305","27","40,000","2","-","-","2011","자양로38길 17-15","-","중개거래","서울 광진구","-"
"14348","서울특별시 광진구 구의동","202-31","0202","0031","풍미트윈빌B","51.0500","22.8300","202305","27","34,500","5","-","-","2002","구의로16길 61","-","중개거래","서울 광진구","-"
"14349","서울특별시 광진구 구의동","257-38","0257","0038","하임빌라","54.5100","24.9600","202305","27","32,500","2","-","-","1996","아차산로53길 51-4","-","중개거래","서울 광진구","-"
"14350","서울특별시 용산구 보광동","260-40","0260","0040","(260-40)","50.3400","35.2400","202305","27","172,000","-1","-","-","1986","보광로14길 41","-","중개거래","서울 용산구","-"
"14351","서울특별시 강북구 수유동","486-255","0486","0255","진솔빌라","62.0600","31.5200","202305","27","27,000","2","-","-","2008","인수봉로28길 26","-","중개거래","서울 강북구","-"
"14352","서울특별시 강북구 수유동","236-38","0236","0038","인성하이츠빌(236-38)","58.9200","32.6700","202305","27","26,000","5","-","-","2012","삼각산로33길 11","-","중개거래","서울 강북구","-"
"14353","서울특별시 강북구 수유동","518-102","0518","0102","삼성하이트빌","44.1600","21.0050","202305","27","12,000","2","-","-","2002","인수봉로55나길 4","-","직거래","-","-"
"14354","서울특별시 강남구 역삼동","774-33","0774","0033","뮤지컬파크","50.5200","31.0100","202305","27","57,000","4","-","-","2015","역삼로38길 18","-","중개거래","서울 강남구","-"
"14355","서울특별시 강서구 등촌동","516-18","0516","0018","예가채(516-18)","30.8000","18.8000","202305","27","31,000","6","-","-","2016","등촌로39다길 15","-","중개거래","서울 양천구","-"
"14356","서울특별시 강서구 마곡동","327-53","0327","0053","신안(327-53)","57.0600","71.0063","202305","27","90,000","3","-","-","1984","방화대로34길 120","-","중개거래","서울 강서구","-"
"14357","서울특별시 송파구 석촌동","181-11","0181","0011","(181-11)","47.4100","24.9100","202305","27","29,500","2","-","-","2001","송파대로47길 9","-","중개거래","서울 송파구","-"
"14358","서울특별시 강서구 화곡동","504-92","0504","0092","두성빌라","43.8200","19.0900","202305","27","17,000","2","-","-","1993","등촌로13마길 18","-","직거래","-","-"
"14359","서울특별시 강서구 공항동","655-9","0655","0009","리치팰리스","29.8900","19.7400","202305","27","21,900","2","-","-","2016","송정로4길 50-11","-","중개거래","서울 강서구","-"
"14360","서울특별시 강동구 천호동","340","0340","0000","하늘채(340)","41.5000","18.6000","202305","27","36,300","4","-","-","2019","올림픽로77길 17","-","중개거래","서울 강동구","-"
"14361","서울특별시 동작구 상도동","279-44","0279","0044","삼성드림빌","39.6100","25.2900","202305","27","41,000","2","-","-","2016","성대로14길 38","-","중개거래","서울 동작구","-"
"14362","서울특별시 서초구 방배동","826-2","0826","0002","방배어반스테이","28.5500","15.8400","202305","27","50,500","4","-","-","2020","동광로8길 19-6","-","직거래","-","-"
"14363","서울특별시 구로구 개봉동","355-3","0355","0003","애시안(355-3)","42.8500","35.7300","202305","27","31,700","5","-","-","2011","개봉로5길 70","20230615","중개거래","서울 마포구","-"
"14364","서울특별시 구로구 개봉동","337-25","0337","0025","마이빌5차","29.3600","18.8600","202305","27","18,700","4","-","-","2018","개봉로15길 74-5","-","중개거래","서울 동작구","-"
"14365","서울특별시 동작구 상도동","471-15","0471","0015","고이빌라트","55.2900","25.7000","202305","27","32,000","3","-","-","2000","상도로62길 93","-","중개거래","서울 동작구","-"
"14366","서울특별시 강서구 내발산동","703-4","0703","0004","킹스타운","37.8000","21.0235","202305","27","28,500","6","-","-","2015","우장산로2길 57-3","-","중개거래","서울 강서구","-"
"14367","서울특별시 관악구 봉천동","1583-17","1583","0017","다산빌라","53.0100","29.2400","202305","27","32,200","2","-","-","2002","청룡11길 33","-","중개거래","서울 관악구","-"
"14368","서울특별시 송파구 마천동","571-2","0571","0002","(571-2)","52.0900","29.6900","202305","27","45,000","1","-","-","1993","성내천로59길 12-3","-","중개거래","서울 송파구","-"
"14369","서울특별시 강서구 화곡동","352-32","0352","0032","장원아트빌라B","41.7300","21.6700","202305","27","12,000","-1","-","-","2000","가로공원로76가길 67-25","-","중개거래","서울 강서구","-"
"14370","서울특별시 송파구 마천동","571-2","0571","0002","(571-2)","33.7500","19.2400","202305","27","18,000","-1","-","-","1993","성내천로59길 12-3","-","중개거래","서울 송파구","-"
"14371","서울특별시 금천구 독산동","878-35","0878","0035","아이보리","30.7500","19.0900","202305","27","34,600","2","-","-","2023","문성로5길 35","-","직거래","-","-"
"14372","서울특별시 금천구 독산동","890-41","0890","0041","문성빌라C(890-41)","56.2400","30.3750","202305","27","35,000","2","-","-","1986","문성로 24-1","-","중개거래","서울 금천구","-"
"14373","서울특별시 송파구 삼전동","106-11","0106","0011","106-11","15.2000","10.6200","202305","27","24,400","4","-","-","2012","삼전로10길 37-1","-","중개거래","서울 성동구 서울 송파구","-"
"14374","서울특별시 관악구 남현동","602-209","0602","0209","이가채101동102동103동","46.7700","28.5104","202305","27","50,500","6","-","-","2016","승방3나길 13","-","중개거래","서울 관악구","-"
"14375","서울특별시 강서구 공항동","55-250","0055","0250","위하우스","29.7800","18.1499","202305","26","25,000","5","-","-","2017","송정로 26-7","-","중개거래","서울 강서구","-"
"14376","서울특별시 송파구 문정동","8-6","0008","0006","동남빌라(가,나동)","53.5100","36.9777","202305","26","19,000","-1","-","-","1988","동남로8길 21","-","중개거래","서울 송파구","-"
